date,type,category,vendor_or_party,description,amount_thb,amount_usd,currency_original,source_file,notes
2026-03-15,revenue,Sales,Customer,Espresso/S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-15,revenue,Sales,Customer,Cinnamon Roll -,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-15,revenue,Sales,Customer,Latte M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-15,revenue,Sales,Customer,Iced Latte/L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-15,revenue,Sales,Customer,Croissant -,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-15,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-03-15,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-03-15,expense,Rent & Utilities,City Water,Water,-800,-25.0,THB,rent_utilities.txt,avg
2026-03-15,expense,Rent & Utilities,City Power,Electric,-9100,-284.38,THB,rent_utilities.txt,
2026-03-15,expense,Rent & Utilities,FastNet,Internet,-1290,-40.31,THB,rent_utilities.txt,
2026-03-16,expense,Dairy & Pastry,Bangkok Dairy Co.,INV1059 Whole milk (litres),-3780.0,-118.12,THB,supplier_invoices.csv,paid
2026-03-18,expense,Other,,Marketing - flyer print,-2200.0,-68.75,THB,expenses_2025.csv,branch 2 announcement
2026-03-18,revenue,Sales,Customer,Latte/M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-18,revenue,Sales,Customer,Latte/L,90.0,2.81,THB,pos_export_oct2025-mar2026.csv,
2026-03-18,revenue,Sales,Customer,Americano L,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-18,revenue,Sales,Customer,Cold Brew/L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-18,revenue,Sales,Customer,Mocha/M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-18,revenue,Sales,Customer,Americano M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-18,revenue,Sales,Customer,Latte M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-18,revenue,Sales,Customer,Americano M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-18,revenue,Sales,Customer,Matcha Latte M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-03-18,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-18,revenue,Sales,Customer,Americano M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-18,expense,Coffee Beans,Highland Beans Co.,INV1060 Specialty coffee beans,-5440.0,-170.0,THB,supplier_invoices.csv,paid
2026-03-18,expense,Dairy & Pastry,GreenLeaf Pastry,INV1061 Mixed pastries,-3240.0,-101.25,THB,supplier_invoices.csv,paid
2026-03-20,expense,Rent & Utilities,CITY POWER ELECTRIC,CITY POWER ELECTRIC,-8400.0,-262.5,THB,bank_statement_abc.csv,
2026-03-21,revenue,Sales,Customer,Croissant -,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-21,revenue,Sales,Customer,Cappuccino M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-21,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-03-21,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-21,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-03-21,revenue,Sales,Customer,Americano/M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-21,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-03-21,revenue,Sales,Customer,Latte L,90.0,2.81,THB,pos_export_oct2025-mar2026.csv,
2026-03-21,revenue,Sales,Customer,Latte L,90.0,2.81,THB,pos_export_oct2025-mar2026.csv,
2026-03-21,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-21,revenue,Sales,Customer,Cold Brew/L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-21,revenue,Sales,Customer,Latte M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-21,revenue,Sales,Customer,Americano L,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-21,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-03-23,expense,Dairy & Pastry,Bangkok Dairy Co.,INV1062 Whole milk (litres),-3290.0,-102.81,THB,supplier_invoices.csv,paid
2026-03-25,expense,Dairy & Pastry,,Bangkok Dairy Co.,-4500.0,-140.62,THB,expenses_2025.csv,
2026-03-25,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-03-25,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-03-25,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-03-25,revenue,Sales,Customer,Mocha/M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-25,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-03-25,revenue,Sales,Customer,Iced Latte L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-25,revenue,Sales,Customer,Espresso/S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-25,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-25,revenue,Sales,Customer,Cinnamon Roll -,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-25,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-03-25,revenue,Sales,Customer,Cold Brew L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-25,expense,Dairy & Pastry,GreenLeaf Pastry,INV1063 Mixed pastries,-4260.0,-133.12,THB,supplier_invoices.csv,paid
2026-03-26,transfer,Other,POS DEPOSIT MERCHANT,POS DEPOSIT MERCHANT,21126.0,660.19,THB,bank_statement_abc.csv,POS settlement deposit (also in POS export)
2026-03-26,transfer,Other,POS DEPOSIT MERCHANT,POS DEPOSIT MERCHANT,13894.0,434.19,THB,bank_statement_abc.csv,POS settlement deposit (also in POS export)
2026-03-27,revenue,Sales,Customer,Latte/M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-27,revenue,Sales,Customer,Matcha Latte M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-03-27,revenue,Sales,Customer,Cinnamon Roll -,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-27,revenue,Sales,Customer,Americano/L,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-27,revenue,Sales,Customer,Matcha Latte M,100.0,3.12,THB,pos_export_oct2025-mar2026.csv,
2026-03-27,revenue,Sales,Customer,Iced Latte L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-27,revenue,Sales,Customer,Cinnamon Roll -,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-27,revenue,Sales,Customer,Cappuccino M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-28,transfer,Other,ATM WITHDRAWAL LINA,ATM WITHDRAWAL LINA,-8000.0,-250.0,THB,bank_statement_abc.csv,owner cash withdrawal
2026-03-28,expense,Other,,Cleaning Plus,-1850.0,-57.81,THB,expenses_2025.csv,
2026-03-28,expense,Payroll,Pim,Payroll 2026-03 s001,-20500.0,-640.62,THB,staff_payroll.csv,
2026-03-28,expense,Payroll,Niran,Payroll 2026-03 s002,-19000.0,-593.75,THB,staff_payroll.csv,
2026-03-28,expense,Payroll,Maya,Payroll 2026-03 s003,-20500.0,-640.62,THB,staff_payroll.csv,cash extra 2500
2026-03-28,expense,Payroll,Boom,Payroll 2026-03 s004,-18500.0,-578.12,THB,staff_payroll.csv,
2026-03-29,transfer,Other,ATM WITHDRAWAL LINA,ATM WITHDRAWAL LINA,-10000.0,-312.5,THB,bank_statement_abc.csv,owner cash withdrawal
2026-03-29,transfer,Other,POS DEPOSIT MERCHANT,POS DEPOSIT MERCHANT,12900.0,403.12,THB,bank_statement_abc.csv,POS settlement deposit (also in POS export)
2026-03-30,revenue,Sales,Customer,Americano M,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-30,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-03-30,revenue,Sales,Customer,Espresso S,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-30,revenue,Sales,Customer,Chocolate Cookie -,45.0,1.41,THB,pos_export_oct2025-mar2026.csv,
2026-03-30,revenue,Sales,Customer,Latte M,75.0,2.34,THB,pos_export_oct2025-mar2026.csv,
2026-03-30,revenue,Sales,Customer,Mocha/M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-30,revenue,Sales,Customer,Latte/L,90.0,2.81,THB,pos_export_oct2025-mar2026.csv,
2026-03-30,revenue,Sales,Customer,Croissant -,65.0,2.03,THB,pos_export_oct2025-mar2026.csv,
2026-03-30,revenue,Sales,Customer,Banana Bread -,55.0,1.72,THB,pos_export_oct2025-mar2026.csv,
2026-03-30,revenue,Sales,Customer,Mocha M,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-30,revenue,Sales,Customer,Almond Croissant -,85.0,2.66,THB,pos_export_oct2025-mar2026.csv,
2026-03-30,revenue,Sales,Customer,Iced Latte/L,95.0,2.97,THB,pos_export_oct2025-mar2026.csv,
2026-03-30,expense,Dairy & Pastry,Bangkok Dairy Co.,INV1064 Whole milk (litres),-3360.0,-105.0,THB,supplier_invoices.csv,paid
